id,date,open,high,low,close,volume,market_cap,crypto_id
1485,2018-10-10,6640.29,6640.29,6538.96,6585.53,6586,3787650000,1
1486,2018-10-11,6586.74,6586.74,6243.74,6256.24,6256,5181640000,1
1487,2018-10-12,6239.25,6328.5,6236.47,6274.58,6275,3783500000,1
1488,2018-10-13,6278.08,6308.51,6259.81,6285.99,6286,3064030000,1
1489,2018-10-14,6288.49,6363.21,6280.15,6290.93,6291,3085320000,1
1490,2018-10-15,6292.64,6965.06,6258.68,6596.54,6597,7370770000,1
1491,2018-10-16,6601.41,6673.59,6571.37,6596.11,6596,4074800000,1
1492,2018-10-17,6590.52,6601.21,6517.45,6544.43,6544,4088420000,1
1493,2018-10-18,6542.33,6567.54,6450.04,6476.71,6477,3924080000,1
1494,2018-10-19,6478.07,6493.68,6445.31,6465.41,6465,3578870000,1
1495,2018-10-20,6460.92,6497.72,6449,6489.19,6489,3379130000,1
1496,2018-10-21,6490.09,6556.38,6476,6482.35,6482,3253610000,1
1497,2018-10-22,6486.05,6543.8,6462.98,6487.16,6487,3672860000,1
1498,2018-10-23,6472.36,6506.01,6451.27,6475.74,6476,3716150000,1
1499,2018-10-24,6478.89,6521.99,6468.86,6495.84,6496,3424670000,1
1500,2018-10-25,6484.65,6504.65,6447.03,6476.29,6476,3230550000,1
1501,2018-10-26,6468.44,6498.29,6449.61,6474.75,6475,3306050000,1
1502,2018-10-27,6480.84,6507.41,6453.53,6480.38,6480,3393250000,1
1503,2018-10-28,6482.66,6502.28,6447.91,6486.39,6486,3445190000,1
1504,2018-10-29,6492.35,6503.6,6306.99,6332.63,6333,4199910000,1
1505,2018-10-30,6337.04,6364.99,6310.14,6334.27,6334,3781100000,1
1506,2018-10-31,6336.99,6349.16,6316.88,6317.61,6318,4191240000,1
1507,2018-11-01,6318.14,6547.14,6311.83,6377.78,6378,3789400000,1
1508,2018-11-02,6378.92,6396.86,6327.38,6388.44,6388,4234870000,1
1509,2018-11-03,6387.24,6400.07,6342.37,6361.26,6361,3658640000,1
1510,2018-11-04,6365.47,6388.63,6294.57,6376.13,6376,4390020000,1
1511,2018-11-05,6363.62,6480.59,6363.62,6419.66,6420,4174800000,1
1512,2018-11-06,6433.38,6463.55,6408.16,6461.01,6461,4700040000,1
1513,2018-11-07,6468.5,6552.16,6468.31,6530.14,6530,4941260000,1
1514,2018-11-08,6522.27,6536.92,6438.53,6453.72,6454,4665260000,1
1515,2018-11-09,6442.6,6456.46,6373.37,6385.62,6386,4346820000,1
1516,2018-11-10,6386.13,6437.28,6385.31,6409.22,6409,3705320000,1
1517,2018-11-11,6413.63,6423.25,6350.17,6411.27,6411,3939060000,1
1518,2018-11-12,6411.76,6434.21,6360.47,6371.27,6371,4295770000,1
1519,2018-11-13,6373.19,6395.27,6342.67,6359.49,6359,4503800000,1
1520,2018-11-14,6351.24,6371.55,5544.09,5738.35,5738,7398940000,1
1521,2018-11-15,5736.15,5774.82,5358.38,5648.03,5648,7032140000,1
1522,2018-11-16,5645.32,5657.02,5498.94,5575.55,5576,5279320000,1
1523,2018-11-17,5578.58,5578.58,5519.56,5554.33,5554,4303150000,1
1524,2018-11-18,5559.74,5653.61,5559.74,5623.54,5624,4159680000,1
1525,2018-11-19,5620.78,5620.78,4842.91,4871.49,4871,7039560000,1
1526,2018-11-20,4863.93,4951.61,4272.11,4451.87,4452,8428290000,1
1527,2018-11-21,4465.54,4675.73,4343.98,4602.17,4602,6120120000,1
1528,2018-11-22,4611.57,4629.64,4365.64,4365.94,4366,4569370000,1
1529,2018-11-23,4360.7,4396.42,4195.68,4347.11,4347,4871490000,1
1530,2018-11-24,4347.69,4413.09,3795.16,3880.76,3881,4679500000,1
1531,2018-11-25,3880.78,4120.87,3585.06,4009.97,4010,6825640000,1
1532,2018-11-26,4015.07,4107.14,3643.92,3779.13,3779,6476900000,1
1533,2018-11-27,3765.95,3862.96,3661.01,3820.72,3821,5998720000,1
1534,2018-11-28,3822.47,4385.9,3822.47,4257.42,4257,7280280000,1
1535,2018-11-29,4269,4413.02,4145.77,4278.85,4279,6503347767,1
1536,2018-11-30,4289.09,4322.98,3942.82,4017.27,4017,6048016717,1
1537,2018-12-01,4024.46,4309.38,3969.71,4214.67,4215,5375314093,1
1538,2018-12-02,4200.73,4301.52,4110.98,4139.88,4140,5262697895,1
1539,2018-12-03,4147.32,4155.98,3840.45,3894.13,3894,5089570994,1
1540,2018-12-04,3886.29,4075.63,3832.75,3956.89,3957,5028069239,1
1541,2018-12-05,3958.89,3969.54,3753.99,3753.99,3754,5302481574,1
1542,2018-12-06,3754.07,3874.97,3521.1,3521.1,3521,5878333109,1
1543,2018-12-07,3512.59,3512.59,3280.23,3419.94,3420,6835615448,1
1544,2018-12-08,3421.91,3506.04,3350.65,3476.11,3476,5305024497,1
1545,2018-12-09,3473.23,3685.31,3469.09,3614.23,3614,4947372847,1
1546,2018-12-10,3612.05,3647.33,3470.14,3502.66,3503,5020968740,1
1547,2018-12-11,3497.55,3513.19,3392.25,3424.59,3425,4696765188,1
1548,2018-12-12,3421.46,3534.23,3413.48,3486.95,3487,4139364829,1
1549,2018-12-13,3487.88,3489.74,3298.13,3313.68,3314,4343372456,1
1550,2018-12-14,3311.75,3329.56,3206.54,3242.48,3242,4372763663,1
1551,2018-12-15,3244,3275.38,3191.3,3236.76,3237,3551763561,1
1552,2018-12-16,3236.27,3305.75,3233.82,3252.84,3253,3744248994,1
1553,2018-12-17,3253.12,3597.92,3253.12,3545.86,3546,5409247918,1
1554,2018-12-18,3544.76,3701.35,3487.17,3696.06,3696,5911325473,1
1555,2018-12-19,3706.82,3949.32,3687.23,3745.95,3746,6810689119,1
1556,2018-12-20,3742.2,4191.23,3728.97,4134.44,4134,8927129279,1
1557,2018-12-21,4133.7,4198.43,3850.95,3896.54,3897,7206015706,1
1558,2018-12-22,3898.08,4014.18,3855.74,4014.18,4014,5605823233,1
1559,2018-12-23,4020.99,4085.72,3976.41,3998.98,3999,6151275490,1
1560,2018-12-24,4000.33,4271.79,4000.33,4078.6,4079,7240968501,1
1561,2018-12-25,4081.03,4089.56,3760.02,3815.49,3815,6158207293,1
1562,2018-12-26,3819.67,3893.36,3769.86,3857.3,3857,5326547918,1
1563,2018-12-27,3854.69,3874.42,3645.45,3654.83,3655,5130222366,1
1564,2018-12-28,3653.13,3956.14,3642.63,3923.92,3924,5631554348,1
1565,2018-12-29,3932.49,3963.76,3820.41,3820.41,3820,4991655917,1
1566,2018-12-30,3822.38,3901.91,3797.22,3865.95,3866,4770578575,1
1567,2018-12-31,3866.84,3868.74,3725.87,3742.7,3743,4661840806,1
1568,2019-01-01,3746.71,3850.91,3707.23,3843.52,3844,4324200990,1
1569,2019-01-02,3849.22,3947.98,3817.41,3943.41,3943,5244856836,1
1570,2019-01-03,3931.05,3935.69,3826.22,3836.74,3837,4530215219,1
1571,2019-01-04,3832.04,3865.93,3783.85,3857.72,3858,4847965467,1
1572,2019-01-05,3851.97,3904.9,3836.9,3845.19,3845,5137609824,1
1573,2019-01-06,3836.52,4093.3,3826.51,4076.63,4077,5597027440,1
1574,2019-01-07,4078.58,4092.61,4020.89,4025.25,4025,5228625637,1
1575,2019-01-08,4028.47,4109.02,3996.96,4030.85,4031,5306593305,1
1576,2019-01-09,4031.55,4068.4,4022.66,4035.3,4035,5115905225,1
1577,2019-01-10,4034.41,4064.07,3659.17,3678.92,3679,6874143796,1
1578,2019-01-11,3674.02,3713.88,3653.07,3687.37,3687,5538712865,1
1579,2019-01-12,3686.97,3698.98,3653.81,3661.3,3661,4778170883,1
1580,2019-01-13,3658.87,3674.76,3544.93,3552.95,3553,4681302466,1
1581,2019-01-14,3557.31,3727.84,3552.29,3706.05,3706,5651384490,1
1582,2019-01-15,3704.22,3720.15,3619.95,3630.68,3631,5537192302,1
1583,2019-01-16,3631.51,3685.78,3624.67,3655.01,3655,5394457145,1
1584,2019-01-17,3651.87,3680.14,3621.96,3678.56,3679,5464420383,1
1585,2019-01-18,3677.99,3682.52,3637.08,3657.84,3658,5002961727,1
1586,2019-01-19,3652.38,3758.53,3652.38,3728.57,3729,5955691380,1
1587,2019-01-20,3725.45,3743.39,3583.02,3601.01,3601,5582489560,1
1588,2019-01-21,3600.37,3608.84,3558.54,3576.03,3576,5004347059,1
1589,2019-01-22,3575.08,3620.75,3539.72,3604.58,3605,5313623556,1
1590,2019-01-23,3605.56,3623.07,3565.31,3585.12,3585,5433755649,1
1591,2019-01-24,3584.5,3616.09,3569.09,3600.87,3601,5262869046,1
1592,2019-01-25,3607.39,3612.93,3575.6,3599.77,3600,5265847539,1
1593,2019-01-26,3599.72,3654.93,3593.35,3602.46,3602,5098183235,1
1594,2019-01-27,3604.69,3612.67,3567.25,3583.97,3584,5570752966,1
1595,2019-01-28,3584.28,3586.75,3439.23,3470.45,3470,6908930483,1
1596,2019-01-29,3468.87,3476.07,3400.82,3448.12,3448,5897159493,1
1597,2019-01-30,3443.9,3495.17,3429.39,3486.18,3486,5955112627,1
1598,2019-01-31,3485.41,3504.8,3447.92,3457.79,3458,5831198271,1
1599,2019-02-01,3460.55,3501.95,3431.59,3487.95,3488,5422926707,1
1600,2019-02-02,3484.63,3523.29,3467.57,3521.06,3521,5071623601,1
1601,2019-02-03,3516.14,3521.39,3447.92,3464.01,3464,5043937584,1
1602,2019-02-04,3467.21,3476.22,3442.59,3459.15,3459,5332718886,1
1603,2019-02-05,3454.95,3478.15,3451.94,3466.36,3466,5227549545,1
1604,2019-02-06,3469.09,3469.09,3398.57,3413.77,3414,5482196038,1
1605,2019-02-07,3414.93,3427.95,3394.22,3399.47,3399,5004962683,1
1606,2019-02-08,3401.38,3695.61,3391.02,3666.78,3667,7735623101,1
1607,2019-02-09,3671.59,3679.94,3646.56,3671.2,3671,6158833645,1
1608,2019-02-10,3673.2,3695.04,3640.98,3690.19,3690,6282256903,1
1609,2019-02-11,3695.61,3695.61,3642.29,3648.43,3648,6277056434,1
1610,2019-02-12,3642.75,3668.59,3618.56,3653.53,3654,6480384532,1
1611,2019-02-13,3653.6,3669.75,3617.25,3632.07,3632,6438903823,1
1612,2019-02-14,3631.17,3646.26,3607.7,3616.88,3617,6271044418,1
1613,2019-02-15,3617.37,3647.8,3608.21,3620.81,3621,6091952231,1
1614,2019-02-16,3615.27,3652.84,3615.27,3629.79,3630,5934744052,1
1615,2019-02-17,3633.36,3680.54,3619.18,3673.84,3674,7039512503,1
1616,2019-02-18,3671.37,3936.67,3669.98,3915.71,3916,9908216640,1
1617,2019-02-19,3911.66,4010.88,3908.15,3947.09,3947,9933626655,1
1618,2019-02-20,3946.69,4000.49,3926.25,3999.82,4000,8693373948,1
1619,2019-02-21,4000.26,4010.01,3940.11,3954.12,3954,7775128102,1
1620,2019-02-22,3952.41,4006.54,3950.82,4005.53,4006,7826525254,1
1621,2019-02-23,3998.92,4166.29,3968.73,4142.53,4143,8922258316,1
1622,2019-02-24,4145.46,4210.64,3793.71,3810.43,3810,10794227451,1
1623,2019-02-25,3807,3913.71,3807,3882.7,3883,9318796067,1
1624,2019-02-26,3878.7,3891.58,3837.99,3854.36,3854,7931218996,1
1625,2019-02-27,3857.48,3888.8,3787.06,3851.05,3851,8301309684,1
1626,2019-02-28,3848.26,3906.06,3845.82,3854.79,3855,8399767798,1
1627,2019-03-01,3853.76,3907.8,3851.69,3859.58,3860,7661247975,1
1628,2019-03-02,3855.32,3874.61,3832.13,3864.42,3864,7578786076,1
1629,2019-03-03,3862.27,3875.48,3836.91,3847.18,3847,7253558152,1
1630,2019-03-04,3845.09,3867.38,3733.75,3761.56,3762,9029175788,1
1631,2019-03-05,3759.83,3903.92,3745.18,3896.38,3896,10174126415,1
1632,2019-03-06,3897.08,3919.51,3871.46,3903.94,3904,9175291529,1
1633,2019-03-07,3903.38,3939.37,3894.11,3911.48,3911,9584165519,1
1634,2019-03-08,3913.23,3950.43,3875.23,3901.13,3901,10638638944,1
1635,2019-03-09,3894.55,3987.24,3892.39,3963.31,3963,10796103518,1
1636,2019-03-10,3966.17,3966.17,3924.38,3951.6,3952,9713267607,1
1637,2019-03-11,3953.74,3966.38,3889.24,3905.23,3905,10125901903,1
1638,2019-03-12,3903.76,3926.89,3863.56,3909.16,3909,9809887079,1
1639,2019-03-13,3913.05,3926.6,3891.9,3906.72,3907,9469184841,1
1640,2019-03-14,3905.58,3946.5,3901.3,3924.37,3924,10480789570,1
1641,2019-03-15,3926.66,3968.54,3914.02,3960.91,3961,9394210605,1
1642,2019-03-16,3963.9,4077.04,3961.66,4048.73,4049,9856166973,1
1643,2019-03-17,4047.72,4054.12,4006.41,4025.23,4025,8221625400,1
1644,2019-03-18,4029.97,4071.56,4009.12,4032.51,4033,9646954186,1
1645,2019-03-19,4032.69,4082.22,4023.81,4071.19,4071,9344919956,1
1646,2019-03-20,4070.79,4089.46,4031.11,4087.48,4087,10175916388,1
1647,2019-03-21,4083.95,4097.36,4005.15,4029.33,4029,10831212662,1
1648,2019-03-22,4028.51,4053.91,4021.54,4023.97,4024,9252935969,1
1649,2019-03-23,4022.71,4049.88,4015.96,4035.83,4036,9578850549,1
1650,2019-03-24,4035.16,4040.7,4006.19,4022.17,4022,9144851065,1
1651,2019-03-25,4024.11,4038.84,3934.03,3963.07,3963,10359818883,1
1652,2019-03-26,3969.23,3985.08,3944.75,3985.08,3985,10707678815,1
1653,2019-03-27,3984.24,4087.07,3977.81,4087.07,4087,10897131934,1
1654,2019-03-28,4087.58,4094.9,4040.27,4069.11,4069,9353915899,1
1655,2019-03-29,4068.3,4113.5,4034.1,4098.37,4098,10918665557,1
1656,2019-03-30,4092.14,4296.81,4053.91,4106.66,4107,9732688060,1
1657,2019-03-31,4105.46,4113.02,4094.1,4105.4,4105,9045122443,1
1658,2019-04-01,4105.36,4164.95,4096.9,4158.18,4158,10157794171,1
1659,2019-04-02,4156.92,4905.95,4155.32,4879.88,4880,21315047816,1
1660,2019-04-03,4879.96,5307,4876.62,4973.02,4973,22899891582,1
1661,2019-04-04,4971.31,5063.16,4836.79,4922.8,4923,18251810240,1
1662,2019-04-05,4922.81,5053.51,4919.49,5036.68,5037,16837325387,1
1663,2019-04-06,5036.79,5205.82,4992.22,5059.82,5060,16929795194,1
1664,2019-04-07,5062.79,5235.19,5050.41,5198.9,5199,16655416140,1
1665,2019-04-08,5199.84,5318.84,5148.21,5289.77,5290,17154113634,1
1666,2019-04-09,5289.92,5289.92,5167.42,5204.96,5205,14722104361,1
1667,2019-04-10,5204.11,5421.65,5193.38,5324.55,5325,15504590933,1
1668,2019-04-11,5325.08,5354.23,5017.3,5064.49,5064,16555616019,1
1669,2019-04-12,5061.2,5103.27,4955.85,5089.54,5090,13675206312,1
1670,2019-04-13,5088.85,5127.12,5061.59,5096.59,5097,10823289598,1
1671,2019-04-14,5095.76,5184.02,5053.57,5167.72,5168,10391952498,1
1672,2019-04-15,5167.32,5196.61,5024.07,5067.11,5067,12290155061,1
1673,2019-04-16,5066.58,5238.95,5055.19,5235.56,5236,11618660197,1
1674,2019-04-17,5236.14,5274.28,5219.21,5251.94,5252,12438480677,1
1675,2019-04-18,5251.48,5319.99,5250.51,5298.39,5298,13256489918,1
1676,2019-04-19,5298.15,5336.68,5233.33,5303.81,5304,13780238655,1
1677,2019-04-20,5304.16,5358.49,5295.88,5337.89,5338,13169647522,1
1678,2019-04-21,5335.88,5359.92,5257.34,5314.53,5315,13731844223,1
1679,2019-04-22,5312.49,5422.69,5280.28,5399.37,5399,14601631648,1
1680,2019-04-23,5399.37,5633.8,5389.41,5572.36,5572,15867308108,1
1681,2019-04-24,5571.51,5642.04,5418.26,5464.87,5465,17048033399,1
1682,2019-04-25,5466.52,5542.24,5181.34,5210.52,5211,15330283408,1
1683,2019-04-26,5210.3,5383.63,5177.37,5279.35,5279,16812108040,1
1684,2019-04-27,5279.47,5310.75,5233.64,5268.29,5268,13111274675,1
1685,2019-04-28,5271.75,5326.23,5255.68,5285.14,5285,12819992056,1
1686,2019-04-29,5284.86,5311.27,5216.49,5247.35,5247,13735490672,1
1687,2019-04-30,5247.73,5363.26,5224.19,5350.73,5351,13878964574,1
1688,2019-05-01,5350.91,5418,5347.65,5402.7,5403,13679528236,1
1689,2019-05-02,5402.42,5522.26,5394.22,5505.28,5505,14644460907,1
1690,2019-05-03,5505.55,5865.88,5490.2,5768.29,5768,18720780006,1
1691,2019-05-04,5769.2,5886.89,5645.47,5831.17,5831,17567780766,1
1692,2019-05-05,5831.07,5833.86,5708.04,5795.71,5796,14808830723,1
1693,2019-05-06,5791.69,5802.96,5653.69,5746.81,5747,15737171804,1
1694,2019-05-07,5745.6,5988.18,5741.4,5829.5,5830,18026409033,1
1695,2019-05-08,5849.48,5989.98,5794.72,5982.46,5982,15320605300,1
1696,2019-05-09,5982.32,6183.04,5982.32,6174.53,6175,16784645411,1
1697,2019-05-10,6175.82,6434.62,6161.52,6378.85,6379,19419875368,1
1698,2019-05-11,6379.67,7333,6375.7,7204.77,7205,28867562329,1
1699,2019-05-12,7203.51,7503.87,6815.77,6972.37,6972,27773333680,1
1700,2019-05-13,6971.18,8047.41,6898.28,7814.92,7815,28677672181,1
1701,2019-05-14,7807.88,8268.71,7696.39,7994.42,7994,32031452227,1
1702,2019-05-15,7989.37,8216.42,7899.11,8205.17,8205,28344112920,1
1703,2019-05-16,8194.5,8320.82,7729.61,7884.91,7885,33167197581,1
1704,2019-05-17,7886.93,7929.15,7038.12,7343.9,7344,30066644905,1
1705,2019-05-18,7341.66,7447.27,7251.5,7271.21,7271,21354286562,1
1706,2019-05-19,7267.96,8261.94,7267.96,8197.69,8198,25902422040,1
1707,2019-05-20,8196.92,8200.97,7678.78,7978.31,7978,23843404340,1
1708,2019-05-21,7977.97,8062.17,7843.34,7963.33,7963,25127245056,1
1709,2019-05-22,7956.29,7997.61,7615.99,7680.07,7680,24719473175,1
1710,2019-05-23,7677.27,7943.79,7533.2,7881.85,7882,24457107820,1
1711,2019-05-24,7881.7,8140.72,7824.45,7987.37,7987,25919126991,1
1712,2019-05-25,7991.89,8117.93,7965.98,8052.54,8053,22256813107,1
1713,2019-05-26,8055.21,8687.52,7924.67,8673.22,8673,26677970091,1
1714,2019-05-27,8674.07,8907.17,8668.71,8805.78,8806,27949839564,1
1715,2019-05-28,8802.76,8807.02,8634.72,8719.96,8720,24226919267,1
1716,2019-05-29,8718.59,8755.85,8482.73,8659.49,8659,23473479966,1
1717,2019-05-30,8661.76,9008.31,8221.27,8319.47,8319,29246528551,1
1718,2019-05-31,8320.29,8586.66,8172.55,8574.5,8575,25365190957,1
1719,2019-06-01,8573.84,8625.6,8481.58,8564.02,8564,22488303544,1
1720,2019-06-02,8565.47,8809.3,8561.24,8742.96,8743,20266216022,1
1721,2019-06-03,8741.75,8743.5,8204.19,8209,8209,22004511436,1
1722,2019-06-04,8210.99,8210.99,7564.49,7707.77,7708,24609731549,1
1723,2019-06-05,7704.34,7901.85,7668.67,7824.23,7824,21760923463,1
1724,2019-06-06,7819.63,7937.34,7571.47,7822.02,7822,19474611077,1
1725,2019-06-07,7826.9,8126.15,7788.37,8043.95,8044,19141423231,1
1726,2019-06-08,8036.77,8076.89,7837.61,7954.13,7954,16522722810,1
1727,2019-06-09,7949.67,7975.97,7583.22,7688.08,7688,16610726547,1
1728,2019-06-10,7692.28,8031.91,7586.73,8000.33,8000,18689275117,1
1729,2019-06-11,8004.24,8026.39,7772.8,7927.71,7928,17107279932,1
1730,2019-06-12,7925.43,8196.65,7862.36,8145.86,8146,19034432883,1
1731,2019-06-13,8145.55,8311.57,8087.06,8230.92,8231,18669407147,1
1732,2019-06-14,8230.9,8710.64,8183.39,8693.83,8694,19831162906,1
1733,2019-06-15,8689.75,8859.13,8618.4,8838.38,8838,18371033226,1
1734,2019-06-16,8841.44,9335.87,8814.56,8994.49,8994,23348550311,1
1735,2019-06-17,8988.92,9416.41,8988.92,9320.35,9320,15562951919,1
1736,2019-06-18,9335.47,9348.37,9004.9,9081.76,9082,15848210536,1
1737,2019-06-19,9078.73,9299.62,9070.4,9273.52,9274,15546809946,1
1738,2019-06-20,9273.06,9594.42,9232.48,9527.16,9527,17846823784,1
1739,2019-06-21,9525.07,10144.6,9525.07,10144.6,10145,20624008643,1
1740,2019-06-22,10175.9,11157.3,10107,10701.7,10702,29995204861,1
1741,2019-06-23,10696.7,11246.1,10556.1,10855.4,10855,20998326502,1
1742,2019-06-24,10853.7,11065.9,10610.4,11011.1,11011,19271652365,1
1743,2019-06-25,11007.2,11790.9,11007.2,11790.9,11791,24879684533,1
1744,2019-06-26,11778.6,13796.5,11755.6,13016.2,13016,45105733173,1
1745,2019-06-27,13017.1,13311.1,10491.9,11182.8,11183,39977475223,1
1746,2019-06-28,11162.2,12445.2,10914.5,12407.3,12407,35087757766,1
1747,2019-06-29,12400.8,12400.9,11508.4,11959.4,11959,29923961128,1
1748,2019-06-30,11932,12178.4,10799,10817.2,10817,27256473494,1
1749,2019-07-01,10796.9,11206.4,10089.3,10583.1,10583,29378589324,1
1750,2019-07-02,10588.7,10912.2,9737.88,10801.7,10802,31015895223,1
1751,2019-07-03,10818.2,11968.1,10818.2,11961.3,11961,30796494294,1
1752,2019-07-04,11972.7,12006.1,11166.6,11215.4,11215,25920294033,1
1753,2019-07-05,11203.1,11395.7,10875,10978.5,10978,23838480210,1
1754,2019-07-06,10982.5,11621,10982.5,11208.6,11209,21092024306,1
1755,2019-07-07,11217.6,11541.6,11148.8,11450.8,11451,19369044277,1
1756,2019-07-08,11446.6,12345.8,11393.4,12286,12286,23482551458,1
1757,2019-07-09,12284.3,12779.1,12233.3,12573.8,12574,28167921523,1
1758,2019-07-10,12571.5,13129.5,11711,12156.5,12157,33627574244,1
1759,2019-07-11,12139.7,12144.6,11158.9,11358.7,11359,28595327690,1
1760,2019-07-12,11354.3,11905.5,11179.1,11816,11816,23534692797,1
1761,2019-07-13,11813.1,11842,10908.5,11392.4,11392,21042616384,1
1762,2019-07-14,11381,11451.2,10234.6,10256.1,10256,22486000001,1
1763,2019-07-15,10257.8,11052.8,9992.01,10895.1,10895,25384047207,1
1764,2019-07-16,10896.7,10996.6,9448.11,9477.64,9478,24151199070,1
1765,2019-07-17,9471.21,9963.13,9163.13,9693.8,9694,24569921549,1
1766,2019-07-18,9698.5,10736.8,9376.8,10666.5,10666,25187024648,1
1767,2019-07-19,10654,10717,10229.6,10530.7,10531,20727426310,1
1768,2019-07-20,10525.8,11048.7,10451.3,10767.1,10767,20206615155,1
1769,2019-07-21,10777.5,10841.9,10389.6,10599.1,10599,17130580467,1
1770,2019-07-22,10596.9,10651.8,10154.9,10343.1,10343,16334414913,1
1771,2019-07-23,10346.7,10346.7,9883.59,9900.77,9901,17851916995,1
1772,2019-07-24,9887.73,9908.8,9614.31,9811.93,9812,17398734322,1
1773,2019-07-25,9809.1,10154.3,9773.96,9911.84,9912,15821952090,1
1774,2019-07-26,9913.13,9916.52,9717.98,9870.3,9870,14495714483,1
1775,2019-07-27,9871.17,10167.3,9411.52,9477.68,9478,16817809536,1
1776,2019-07-28,9491.63,9575.54,9252.3,9552.86,9553,13738687093,1
1777,2019-07-29,9548.18,9681.65,9472.95,9519.15,9519,13791445323,1
1778,2019-07-30,9522.33,9701.76,9437.34,9607.42,9607,13829811132,1
1779,2019-07-31,9604.05,10085.6,9598.1,10085.6,10086,16631520648,1
1780,2019-08-01,10077.4,10446.9,9922.02,10399.7,10400,17165337858,1
1781,2019-08-02,10402,10658,10371,10518.2,10518,17489094082,1
1782,2019-08-03,10519.3,10946.8,10503.5,10821.7,10822,15352685061,1
1783,2019-08-04,10821.6,11009.2,10620.3,10970.2,10970,16530894787,1
1784,2019-08-05,10960.7,11895.1,10960.7,11805.7,11806,23875988832,1
1785,2019-08-06,11811.5,12273.8,11290.7,11478.2,11478,23635107660,1
1786,2019-08-07,11476.2,12037,11433.7,11942,11942,22194988641,1
1787,2019-08-08,11954,11979.4,11556.2,11966.4,11966,19481591730,1
1788,2019-08-09,11953.5,11970.5,11709.7,11862.9,11863,18339989960,1
1789,2019-08-10,11861.6,11915.7,11323.9,11354,11354,18125355447,1
1790,2019-08-11,11349.7,11523.6,11248.3,11523.6,11524,15774371518,1
1791,2019-08-12,11528.2,11528.2,11321,11382.6,11383,13647198229,1
1792,2019-08-13,11385.1,11420,10830.3,10895.8,10896,16681503537,1
1793,2019-08-14,10889.5,10889.6,10028.1,10051.7,10052,19990838300,1
1794,2019-08-15,10038.4,10437.4,9675.32,10311.5,10312,22899115082,1
1795,2019-08-16,10319.4,10524.3,9855.48,10374.3,10374,20228207096,1
1796,2019-08-17,10358.7,10452.6,10086.7,10231.7,10232,13778035685,1
1797,2019-08-18,10233,10487.1,10119.1,10345.8,10346,12999813869,1
1798,2019-08-19,10350.3,10916.1,10313.2,10916.1,10916,16038264603,1
1799,2019-08-20,10916.3,10947,10619,10763.2,10763,15053082175,1
1800,2019-08-21,10764.6,10798.7,9962.72,10138,10138,19473084768,1
1801,2019-08-22,10142.5,10233,9831.46,10131.1,10131,17097508856,1
1802,2019-08-23,10136.3,10442.4,10078.2,10408,10408,15627023886,1
1803,2019-08-24,10407.6,10418,9982.3,10160,10160,15451030650,1
1804,2019-08-25,10160.7,10304.6,10008.8,10138.5,10139,14153856610,1
1805,2019-08-26,10126.3,10512.3,10126.3,10370.8,10371,18438654080,1
1806,2019-08-27,10372.8,10381.3,10087.3,10185.5,10186,14762609503,1
1807,2019-08-28,10203.4,10279.4,9716.66,9754.42,9754,17603790323,1
1808,2019-08-29,9756.79,9756.79,9421.63,9510.2,9510,17045878501,1
1809,2019-08-30,9514.84,9656.12,9428.3,9598.17,9598,13595263986,1
1810,2019-08-31,9597.54,9673.22,9531.8,9630.66,9631,11454806419,1
1811,2019-09-01,9630.59,9796.76,9582.94,9757.97,9758,11445355859,1
1812,2019-09-02,9757.47,10396.6,9730.65,10346.8,10347,17248102294,1
1813,2019-09-03,10345.7,10736.1,10308.5,10623.5,10624,19384917989,1
1814,2019-09-04,10621.2,10762.6,10434.7,10594.5,10594,16742664769,1
1815,2019-09-05,10588.2,10627.3,10516.4,10575.5,10576,14551239508,1
1816,2019-09-06,10578.2,10898.8,10292.3,10353.3,10353,19536574783,1
1817,2019-09-07,10353.9,10558.7,10348.9,10517.3,10517,15307366476,1
1818,2019-09-08,10518.1,10595.6,10409.1,10441.3,10441,13670567493,1
1819,2019-09-09,10443.2,10450.3,10144.9,10335,10335,17595943368,1
1820,2019-09-10,10336.4,10394.4,10020.6,10116,10116,14906809639,1
1821,2019-09-11,10123,10215.9,9980.78,10178.4,10178,15428063426,1
1822,2019-09-12,10176.8,10442.3,10099.2,10410.1,10410,15323563925,1
1823,2019-09-13,10415.4,10441.5,10226.6,10360.5,10361,14109864675,1
1824,2019-09-14,10345.4,10422.1,10291.7,10358,10358,13468713124,1
1825,2019-09-15,10356.5,10387,10313.1,10347.7,10348,12043433567,1
1826,2019-09-16,10347.2,10386.9,10189.7,10276.8,10277,15160167779,1
1827,2019-09-17,10281.5,10296.8,10199.7,10241.3,10241,15304603363,1
1828,2019-09-18,10247.8,10275.9,10191.5,10198.2,10198,16169268880,1
1829,2019-09-19,10200.5,10295.7,9851.69,10266.4,10266,19937691247,1
1830,2019-09-20,10266.3,10285.9,10132.2,10181.6,10182,14734189639,1
1831,2019-09-21,10183.6,10188.1,10000.7,10019.7,10020,13425266806,1
1832,2019-09-22,10024.1,10074.4,9922.53,10070.4,10070,13199651698,1
1833,2019-09-23,10068,10074.2,9727.14,9729.32,9729,15144925408,1
1834,2019-09-24,9729.32,9804.32,8370.8,8620.57,8621,25002886689,1
1835,2019-09-25,8603.43,8744.83,8325.4,8486.99,8487,21744728353,1
